company_name,hq_location,description,founded_date,founders,num_employees,funding_status,last_funding_date,last_funding_type,estimated_revenue,website,description_full,last_funding_amount,top_5_investors,total_funding_amount,acquired_by,acquired_date,acquired_price,ipo_status,ipo_date,stock_symbol
HighRadius,"Houston,Texas,United States",HighRadius is a SaaS company that develops an artificial intelligence-based order-to-cash and treasury management software.,2006,Sashi Narahari,1001-5000,Late Stage Venture,"Mar 30, 2021",Series C,$100M to $500M,www.highradius.com,"HighRadius offers cloud-based Autonomous Software for the Office of the CFO. More than 700 of the world’s leading companies have transformed their order to cash, treasury and record to report processes with HighRadius. Our customers include 3M, Unilever, Anheuser-Busch InBev, Sanofi, Kellogg Company, Danone, Hershey’s and many more. Our products provide value to a wide range of customers and are especially relevant to industries like consumer products, manufacturing, distribution, energy, and others that sell products or provide a service to other businesses.Our customers range from some of the largest global corporations including more than 200+ Global 2000 companies as well as mid-size enterprises that don’t have the IT resources to consolidate on an ERP platform but still want to automate and streamline their receivables and treasury processes.Powered by the Rivana™ Artificial Intelligence Engine and Freeda™ Digital Assistant for order-to-cash teams, HighRadius enables teams to leverage machine learning to predict future outcomes and automate routine labor-intensive tasks. Processing over $7.7 Trillion in receivables transactions annually, HighRadius solutions have a proven track record of optimizing cash flow, reducing days sales outstanding (DSO) and bad debt, and increasing operational efficiency so that companies may achieve strong ROI in just a few months. HighRadius is the industry’s most preferred solution for Accounts Receivable & Treasury and has been named a Leader by IDC MarketScape twice in a row.To learn more, please visit www.highradius.com","$300,000,000","ICONIQ Growth,PNC,Tiger Global Management,Citi Ventures,Susquehanna Growth Equity","$475,000,000",—,—,—,Private,—,—
Tesla,"Austin,Texas,United States","Tesla Motors is an electric vehicle and clean energy company that provides electric cars, solar, and renewable energy solutions.","Jan 1, 2003","Elon Musk,JB Straubel,Marc Tarpenning,Martin Eberhard",10001+,IPO,"Sep 13, 2023",Grant,$500M to $1B,www.tesla.com,"Tesla Motors specializes in developing a full range of electric vehicles. Tesla Motors was started by a group of Silicon Valley entrepreneurs and strives to create a revolution and accelerate the world’s transition to electric mobility with a full range of increasingly affordable electric cars. Tesla vehicles are EVs (electric vehicles), which are transforming the way people drive and move. Tesla has gone public as of June 29, 2010, and has a market cap of $34.32 billion. Tesla Motors’ goal is to increase the number and variety of EVs through three strategies. The first is to sell its own branded vehicle through its showrooms. The second is to sell premium, high-quality, patented electric components to other automakers. Lastly, it serves as a “catalyst and positive example to other automakers.” There has already been a movement in the EV market with the push of the GM Volt, rumored to have been inspired by the Tesla Roadster.","€148,700,000","Citi,Google,Panasonic,Tencent,Mercedes-Benz Group AG","$19,368,339,564",—,—,—,Public,"Jun 29, 2010",TSLA
Miro,"San Francisco,California,United States","Miro is a visual collaboration platform that provides an intuitive, engaging, and in-person collaboration experience for every team.","Jun 1, 2011",Andrey Khusid,1001-5000,Late Stage Venture,"Jan 5, 2022",Series C,$100M to $500M,miro.com,"Miro is an online, visual collaboration platform designed to unlock creativity and accelerate innovation among teams of all kinds. The platform’s infinite canvas enables teams to lead engaging workshops and meetings, design products, brainstorm ideas, and more. Miro, co-headquartered in San Francisco and Amsterdam, serves more than 50M users worldwide, including 99% of the Fortune 100. Miro was founded in 2011 and currently has more than 1,500 employees in 12 hubs around the world.","$400,000,000","TCV,ICONIQ Growth,Atlassian,Accel,Dragoneer Investment Group","$476,300,000",—,—,—,Private,—,—
Carvana,"Tempe,Arizona,United States",Carvana is an e-commerce platform that buys and sells used cars.,2012,"Ben Huston,Ernie Garcia,Ilya Sutskever,James Hardesty,Ryan Keeton",10001+,IPO,"Jul 27, 2023",Post-IPO Equity,$1B to $10B,www.carvana.com,"Founded in 2012 and based in Phoenix, Carvana’s mission is to change the way people buy cars. By removing the traditional dealership infrastructure and replacing it with technology and exceptional customer service, Carvana offers consumers an intuitive and convenient online car buying and financing platform. Carvana.com enables consumers to quickly and easily shop more than 15,000 vehicles, finance, trade in or sell their current vehicle to Carvana, sign contracts, and schedule as-soon-as-next-day delivery or pickup at one of Carvana’s patented, automated Car Vending Machines.","$225,000,000","Citi,Ally Financial,Y Combinator,JPMorgan Chase & Co.","$5,060,120,000",—,—,—,Public,"Apr 28, 2017",CVNA
Meta,"Menlo Park,California,United States","Meta is a social technology company that enables people to connect, find communities, and grow businesses.","Feb 4, 2004","Andrew McCollum,Chris Hughes,Dustin Moskovitz,Eduardo Saverin,Mark Zuckerberg",10001+,IPO,"Aug 4, 2022",Post-IPO Debt,$10B+,meta.com,"Meta is a social technology company that enables people to connect, find communities, and grow businesses. Previously known as Facebook, Mark Zuckerberg announced the company's rebrand to Meta on October 28, 2021, at the company's annual Connect Conference.Facebook was founded by Mark Zuckerberg in Menlo Park, California in 2004. With millions of more users, [Friendster] attempted to acquire the company for $10 million in mid-2004. Facebook turned down the offer and subsequently received $12.7 million in funding from [Accel Partners] at a valuation of around $100 million. Facebook continued to grow opening up to high school students in September 2005 and adding a photo-sharing feature the next month. The next spring, Facebook received $25 million in funding from [Greylock Partners] and [Meritech Capital] as well as previous investors [Accel Partners] and [Peter Thiel]. The pre-money valuation for this deal was about $525 million. Facebook subsequently opened up to work networks eventually amassing over 20,000 work networks. Finally, in September 2006, Facebook was opened to anyone with an email address.Facebook continued to receive funding most notably in January 2011 receiving $1.5 billion and valuing the company at $50 billion. A year later in February 2012, Facebook announced that it was filing for its long-anticipated initial public offering. The company went public on May 18, 2012 opening in [NASDAQ] with shares trading at $42.05.Facebook announced positive numbers in February 2012 upon filing for its IPO. As of July 2013, over 1.15 billion users have logged into Facebook every month and 669 million users daily. Mobile users now make up half of Facebook’s user base with 819 million monthly active. Facebook is one of the most trafficked sites in the United States. Additionally, Facebook is the top photo-sharing site with 250 million photos uploaded per day.The company has a strategic partnership with AXA Group to develop marketing and commercial collaboration in the digital, social, and mobile sphere.Meta is currently the owner of many applications and services such as Facebook App, Instagram, Whatsapp, Oculus VR, Pagemodo Pagebuilder, [RSS Graffiti], Huddle, and more. Facebook is the world’s largest social network with over 2.9 billion monthly active users.","$10,000,000,000","PayPal,Microsoft,TCV,General Atlantic,Founders Fund","$24,607,817,488",—,—,—,Public,"May 18, 2012",META
Nextdoor,"San Francisco,California,United States","Nextdoor is a private social networking platform that connects neighbors for them to exchange helpful information, goods, and services.",Oct 2011,"Adam Ginsburg,David Wiesen,Madison Bell,Nirav Tolia,Prakash Janakiraman,Sarah Leary",501-1000,IPO,"Jan 17, 2023",Post-IPO Equity,$100M to $500M,nextdoor.com,"Nextdoor connects neighbors and to everything nearby: Local businesses, services, news updates, recommendations, and stuff for sale from the people down the block. It believes that bringing neighbors together can cultivate a kinder world where everyone has a neighborhood they can rely on.Building connections in the real world is a universal human need. That truth, and the reality that neighborhoods are among the most important communities in our lives, have been guiding principles for Nextdoor since the beginning. Today, neighbors rely on Nextdoor to tap into their neighborhoods worldwide, including the United States, the United Kingdom, Germany, France, the Netherlands, Italy, Spain, Sweden, Denmark, Australia, and Canada, with many more to come.  Nextdoor is a privately-held company based in San Francisco with backing from prominent investors including Benchmark, Shasta Ventures, Greylock Partners, Kleiner Perkins, Riverwood Capital, Bond, Axel Springer, Comcast Ventures, and others. For additional information and images: nextdoor.com/newsroom.","$18,600,000","Google Ventures,T. Rowe Price,Employee Stock Option Fund,Kleiner Perkins,Insight Partners","$736,487,161",—,—,—,Public,"Nov 8, 2021",KIND
Uber,"San Francisco,California,United States","Uber develops, markets, and operates a ride-sharing mobile application that allows consumers to submit a trip request.",Mar 2009,"Garrett Camp,Philip Odegard,Travis Kalanick",10001+,IPO,"Sep 14, 2020",Post-IPO Debt,$10M to $50M,www.uber.com,"Uber develops, markets, and operates a ridesharing mobile application that allows consumers to submit a trip request that is routed to crowd-sourced partner drivers.Its smartphone application connects drivers with people who need a ride. Its application enables users to arrange and schedule transportation and/or logistics services with third-party providers. They take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world. It also provides  Windows Phone App,  iPhone App, Blackberry App, and Android App. Uber serves customers in North, Central, and South Americas as well as Europe, the Middle East, Africa, and the Asia PacificGarrett Camp, Oscar Salazar, and Travis Kalanick founded UberCab in March 2009 which became Uber Technologies in October 2010, with its headquarters in San Francisco California, and an engineering center in Bengaluru in India as well as a regional office in Singapore.","$500,000,000","Citi,Techstars,PayPal,Fidelity,Uber","$25,212,450,000",—,—,—,Public,"May 9, 2019",UBER
Samsara,"San Francisco,California,United States",Samsara is the pioneer of the Connected Operations Cloud.,2015,"John Bicket,Sanjit Biswas",1001-5000,IPO,"Sep 24, 2020",Secondary Market,$500M to $1B,www.samsara.com,"Samsara is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operations to harness Internet of Things (IoT) data to develop actionable insights and improve their operations. With tens of thousands of customers across North America and Europe, Samsara is a proud technology partner to the people who keep our global economy running, including the world’s leading organizations across construction, transportation and warehousing, field services, manufacturing, retail, logistics, and public sector. The company’s mission is to increase the safety, efficiency, and sustainability of the operations that power the global economy.",—,"Andreessen Horowitz,General Catalyst,Warburg Pincus,General Atlantic,Franklin Templeton","$930,000,000",—,—,—,Public,"Dec 15, 2021",IOT
Udemy,"San Francisco,California,United States","Udemy is an online learning platform that helps students, companies, and governments gain the skills they need to reach their goals.",2009,"Eren Bali,Gagan Biyani,Oktay Caglar",1001-5000,IPO,"Jul 15, 2021",Venture - Series Unknown,$100M to $500M,www.udemy.com,"Udemy's mission is to create new possibilities for people and organizations everywhere by connecting them to the knowledge and skills they need to succeed in a changing world. The Udemy marketplace platform, with thousands of up-to-date courses in dozens of languages, provides the tools learners, instructors, and enterprises need to achieve their goals and reach their full potential. Millions of people learn on Udemy from real-world experts in topics ranging from programming and data science to leadership and team building. For companies, Udemy Business offers an employee training and development platform with subscription access to thousands of courses, learning analytics, and the ability to host and distribute their own content.","$4,400,000","Tencent,500 Global,Insight Partners,Blue Gentian Capital,Manhattan Venture Partners","$311,380,000",—,—,—,Public,"Aug 22, 2022",UDMY
GoDaddy,"Scottsdale,Arizona,United States",GoDaddy is an internet domain registrar and web hosting company facilitating online businesses.,1997,Bob Parsons,5001-10000,IPO,"Dec 27, 2021",Post-IPO Equity,$1B to $10B,www.godaddy.com,"Go Daddy is the Web's top platform for small businesses and offers everything needed to to grow and manage an online presence, from domain names and website builders to complete eCommerce solutions. The company has earned a place as the world's #1 ICANN-accredited domain registrar by delivering world-class products at competitive prices and supporting them with industry-best service, delivered 24/7/365.Go Daddy is the world's largest domain name registrar and Web hosting provider *More than 55 million domain names under managementGo Daddy registers, renews or transfers more than one domain name every second of every dayGo Daddy is larger than the next 8 closest registrar competitors combinedGo Daddy is the largest hosting provider of secure websites in the worldMore than 12 million customersGo Daddy is the world's largest provider of net-new SSL certificatesGo Daddy has more than 40 product offeringsFounded in 1997 by Bob Parsons as Jomax Technologies the Go Daddy group of companies includes three ICANN-accredited domain name registrars: flagship registrar GoDaddy.com, LLC, membership-based Blue Razor Domains, LLC, and reseller Wild West Domains, LLCPrivate domain name registration services through Domains By Proxy, LLC","$800,000,000","Silver Lake,TCV,Kohlberg Kravis Roberts,Starboard Value","$800,000,000",—,—,—,Public,"Apr 1, 2015",GDDY
Freshworks,"San Mateo,California,United States",Freshworks is building and delivering online cloud-based software-as-a-service that provides helpdesk support with automation solutions.,2010,"Girish Mathrubootham,Shan Krishnasamy,Vijay Shankar",5001-10000,IPO,"Jan 1, 2020",Secondary Market,$100M to $500M,www.freshworks.com,"Freshworks provides innovative customer engagement software for businesses of all sizes, making it easy for teams to acquire, close, and keep their customers for life. Freshworks SaaS products provide a 360-degree view of the customer, are ready to go, easy to use, and oﬀer quick return on investment. It was founded in 2010 and Headquartered in San Mateo, USA.","$85,000,000","Sequoia Capital,Y Combinator,Accel,CapitalG,Tiger Global Management","$483,999,930",—,—,—,Public,"Feb 23, 2022",F2RS34
Dropbox,"San Francisco,California,United States","Dropbox is a smart workspace company that provides secure file sharing, collaboration, and storage solutions.","Jun 1, 2007","Arash Ferdowsi,Drew Houston",1001-5000,IPO,"Mar 30, 2017",Debt Financing,$100M to $500M,www.dropbox.com,"Dropbox provides secure file sharing, collaboration, and storage solutions. Dropbox is to unleash the world’s creative energy by designing a more enlightened way of working.","$600,000,000","JP Morgan Chase,Bank of America,Sequoia Capital,Morgan Stanley,Deutsche Bank","$1,707,215,000",—,—,—,Public,"Mar 23, 2018",DBX
Splunk,"San Francisco,California,United States","Splunk is a software company that provides operational intelligence software that monitors, reports, and analyzes real-time machine data.",2003,"Erik Swan,Michael Baum,Rob Das",5001-10000,M&A,"Oct 16, 2022",Post-IPO Equity,$500M to $1B,www.splunk.com,"Splunk is a cloud-first software company that provides operational intelligence software that monitors, reports, and analyzes real-time machine data for security, IT, and business. It offers a range of solutions, including advanced threat detection, incident management, cloud monitoring, security monitoring, serving manufacturing, retail, and financial services.The company was founded in 2004 and is headquartered in San Francisco, California.",—,"Silver Lake,TCV,August Capital,Starboard Value,Ignition Partners","$2,440,000,000",Cisco,"Sep 21, 2023","$28,000,000,000",Public,"Sep 5, 2019",SPLK
Walmart,"Bentonville,Arkansas,United States",Walmart is a retail corporation that operates several chains of discount department and warehouse stores.,"Jan 2, 1962","Sam Walton,William Fields",10001+,IPO,"Apr 15, 2023",Post-IPO Debt,$10B+,www.walmart.com,"Walmart is a retail corporation that operates several chains of discount departments and warehouse stores.The company’s segments include Walmart U.S., Walmart International, and Sam’s Club. The Walmart U.S. segment is a mass merchandiser of consumer products operating under the Walmart or Wal-Mart brands. It also offers digital services such as Vudu and InstaWatch. It offers a full line of grocery items, including meat, produce, deli, bakery, dairy, frozen foods, alcoholic and non-alcoholic beverages, floral, and dry groceries as well as consumables such as health and beauty aids, baby products, household chemicals, paper goods, and pet supplies; health and wellness services such as pharmacy, optical, over-the-counter drugs, and clinical services; entertainment products, including electronics, toys, cameras, and supplies, photo processing services, cellular phones, cellular service plan contracts and prepaid services, movies, music, video games, and books.","$5,000,000,000",—,"$5,000,000,000",—,—,—,Public,"Jan 13, 1978",WMT
Kong,"San Francisco,California,United States",Kong is the leading developer of cloud API technologies. Powering the API world.,2017,"Augusto ""Aghi"" Marietti,Marco Palladino,Michele Zonca",501-1000,Late Stage Venture,"Feb 8, 2021",Series D,$50M to $100M,konghq.com,"Kong enables any company to become an API-first company. Kong’s Unified API Platform delivers fast, reliable, secure digital experiences. Kong technologies unleash superior developer productivity through a single cloud platform for API management, service mesh, and ingress controller.    Kong’s mission is to enable every company to become an API-first company.","$100,000,000","Andreessen Horowitz,Goldman Sachs,Stanford University,Mucker Capital,Jeff Bezos","$169,101,000",—,—,—,Private,—,—
Google,"Mountain View,California,United States",Google is a multinational corporation that specializes in Internet-related services and products.,1998,"Larry Page,Samuel Jeanblanc,Sergey Brin",10001+,IPO,"Jun 7, 1999",Series A,$10B+,www.google.com,"Google is a multinational technology company focusing on search engine technology, online advertising, cloud computing, computer software, quantum computing, e-commerce, artificial intelligence, and consumer electronics. Their products address a wide range of use cases, including email, navigation, cloud computing, web browsing, video sharing, productivity, operating systems, cloud storage, language translation, photo storage, video calling, smart home, smartphones, wearable technology, music streaming, and more.","$25,000,000","Google,Sequoia Capital,Kleiner Perkins,Jeff Bezos,Shaquille O'Neal","$26,100,000",—,—,—,Public,"Aug 19, 2004",GOOG
Navan,"Palo Alto,California,United States","Navan provides travel, expense, and corporate card management to automate manual processes and drive spend visibility.",2015,Ariel Cohen,1001-5000,Late Stage Venture,"Dec 8, 2022",Debt Financing,$100M to $500M,navan.com,"NNavan provides travel, expense, and corporate card management to automate manual processes and drive spend visibility. With one of the first enterprise technologies combining the cloud, mobile, and AI to balance business requirements with current standards, the company is reinventing the legacy category of travel and expense.","$400,000,000","Andreessen Horowitz,Goldman Sachs,Lightspeed Venture Partners,Silicon Valley Bank,Coatue","$2,240,500,000",—,—,—,Private,—,—
ThoughtSpot,"Mountain View,California,United States","ThoughtSpot is a business intelligence platform that helps anyone explore, analyze, and share real-time business analytics data.","Jun 1, 2012","Abhishek Rai,Ajeet Singh,Amit Prakash,Priyendra Deshwal,Sanjay Agrawal,Shashank Gupta,Vijay Ganesan",501-1000,Late Stage Venture,"Nov 15, 2021",Series F,$100M to $500M,www.thoughtspot.com,"ThoughtSpot is a business intelligence and big data analytics platform that helps explore, analyze, and share real-time business analytics data easily. ThoughtSpot’s AI-Driven analytics platform puts the power of a thousand analysts in every business person's hands. With ThoughtSpot, clients can use search to easily analyze their data or automatically get trusted insights pushed to them with a single click.ThoughtSpot connects with any on-premise, cloud, big data, or desktop data source and deploys 85 percent faster than legacy technologies. Business Intelligence and Analytics teams have used ThoughtSpot to cut reporting backlogs by more than 90 percent and make more than 3 million decisions - and counting.ThoughtSpot’s customers include Amway, Bed Bath and Beyond, BT, Capital One, Celebrity Cruises, Chevron Federal Credit Union, De Beers, Insurethebox, and Scotiabank.The company was co-founded in 2012 by its CEO Ajeet Singh and six other technical co-founders from Google, Microsoft, Amazon, and Oracle. It is based in Palo Alto, CA, and is currently expanding operations in North America, Europe, and Asia-Pacific.ThoughtSpot’s mission is to enable analytics at a ""human scale"" and put search-driven analytics in the hands of 20M users by 2020.","$100,000,000","Fidelity,General Catalyst,Lightspeed Venture Partners,Khosla Ventures,Sapphire Ventures","$663,700,000",—,—,—,Private,—,—
